post_id,flag_type,count,evidence,created_at
2014731960418238574,position_disclosure,1,,2026-06-14T10:27:15.376Z
2014819163827798511,victory_lap,1,,2026-06-14T10:27:17.290Z
2014827531434918393,position_disclosure,1,,2026-06-14T10:27:17.624Z
2014829027698344050,position_disclosure,1,,2026-06-14T10:27:17.728Z
2015152332821217305,position_disclosure,1,,2026-06-14T10:27:29.180Z
2015164232795627975,position_disclosure,1,,2026-06-14T10:27:31.613Z
2015225130956546426,influence_milestone,1,,2026-06-14T10:27:32.051Z
2015225130956546426,position_disclosure,1,,2026-06-14T10:27:32.062Z
2015506107075264735,position_disclosure,1,,2026-06-14T10:27:34.463Z
2016129326824227195,position_disclosure,1,,2026-06-14T10:27:37.934Z
2016133921411568064,position_disclosure,1,,2026-06-14T10:27:38.201Z
2016182596821196907,position_disclosure,1,,2026-06-14T10:27:39.158Z
2016507338778390781,position_disclosure,1,,2026-06-14T10:27:43.578Z
2016622769040216098,position_disclosure,1,,2026-06-14T10:27:45.059Z
2016636028262690902,victory_lap,1,,2026-06-14T10:27:45.237Z
2016885874072736154,position_disclosure,1,,2026-06-14T10:27:47.040Z
2016921538780680402,position_disclosure,1,,2026-06-14T10:27:47.607Z
2016976274573713441,position_disclosure,1,,2026-06-14T10:27:48.918Z
2017064502983086289,position_disclosure,1,,2026-06-14T10:27:49.451Z
2017097752535322767,position_disclosure,1,,2026-06-14T10:27:49.829Z
2017262857017258345,position_disclosure,1,,2026-06-14T10:27:49.955Z
2017269310042124617,position_disclosure,1,,2026-06-14T10:27:50.986Z
2017273281800532479,victory_lap,1,,2026-06-14T10:27:51.122Z
2017273281800532479,position_disclosure,1,,2026-06-14T10:27:51.122Z
2017340615512687075,position_disclosure,1,,2026-06-14T10:27:53.521Z
2017357243134709963,position_disclosure,1,,2026-06-14T10:27:53.786Z
2017403375181316604,position_disclosure,1,,2026-06-14T10:27:54.094Z
2018233596918554931,position_disclosure,1,,2026-06-14T10:28:02.142Z
2018238476303626710,position_disclosure,1,,2026-06-14T10:28:03.798Z
2018390892621783513,position_disclosure,1,,2026-06-14T10:28:04.850Z
2018559372033708259,position_disclosure,1,,2026-06-14T10:28:08.429Z
2018988770876637614,position_disclosure,1,,2026-06-14T10:28:12.189Z
2019147087141802380,position_disclosure,1,,2026-06-14T10:28:12.780Z
2019203090931675298,position_disclosure,1,,2026-06-14T10:28:16.320Z
2019554444837564632,position_disclosure,1,,2026-06-14T10:28:18.113Z
2019624925359927665,position_disclosure,1,,2026-06-14T10:28:19.590Z
2019959464544333916,victory_lap,1,,2026-06-14T10:28:26.364Z
2019962908864925941,position_disclosure,1,,2026-06-14T10:28:26.744Z
2020258804953411966,position_disclosure,1,,2026-06-14T10:28:31.587Z
2020262167615086599,position_disclosure,1,,2026-06-14T10:28:32.182Z
2020271358048104901,position_disclosure,1,,2026-06-14T10:28:34.434Z
2020441228379361687,victory_lap,1,,2026-06-14T10:28:35.072Z
2020920592250368235,victory_lap,1,,2026-06-14T10:28:36.787Z
2020926882624176300,position_disclosure,1,,2026-06-14T10:28:37.082Z
2020941147636728186,position_disclosure,1,,2026-06-14T10:28:37.554Z
2021359576575246505,position_disclosure,1,,2026-06-14T10:28:40.355Z
2021380669625205217,position_disclosure,1,,2026-06-14T10:28:41.089Z
2021469143694967038,position_disclosure,1,,2026-06-14T10:28:43.258Z
2021805961028284558,self_reported_returns,1,,2026-06-14T10:28:45.882Z
2021805961028284558,position_disclosure,1,,2026-06-14T10:28:45.887Z
2021937198799733148,position_disclosure,1,,2026-06-14T10:28:46.231Z
2022972380679950518,position_disclosure,1,,2026-06-14T10:28:49.735Z
2023226905521160327,position_disclosure,1,,2026-06-14T10:28:58.444Z
2024135345542242531,position_disclosure,1,,2026-06-14T10:29:09.443Z
2024147309949551096,position_disclosure,1,,2026-06-14T10:29:09.987Z
2024152280975725012,position_disclosure,1,,2026-06-14T10:29:10.341Z
2024162618211258653,position_disclosure,1,,2026-06-14T10:29:10.597Z
2024323887375466880,position_disclosure,1,,2026-06-14T10:29:12.168Z
2024708451738538471,self_reported_returns,1,,2026-06-14T10:29:14.693Z
2024728042476851394,position_disclosure,1,,2026-06-14T10:29:14.974Z
2024768079641850150,position_disclosure,1,,2026-06-14T10:29:15.323Z
2024768079641850150,self_reported_returns,1,,2026-06-14T10:29:15.333Z
2024800666695442788,position_disclosure,1,,2026-06-14T10:29:15.833Z
2024985690711429282,victory_lap,1,,2026-06-14T10:29:17.237Z
2025112091967811613,self_reported_returns,1,,2026-06-14T10:29:17.923Z
2025112091967811613,victory_lap,1,,2026-06-14T10:29:17.931Z
2025112091967811613,position_disclosure,1,,2026-06-14T10:29:17.931Z
2025141674725544099,position_disclosure,1,,2026-06-14T10:29:18.065Z
2025281236521144343,position_disclosure,1,,2026-06-14T10:29:21.220Z
2025473355777016175,victory_lap,1,,2026-06-14T10:29:21.955Z
2025548194634256782,victory_lap,1,,2026-06-14T10:29:22.860Z
2025646961945465092,victory_lap,1,,2026-06-14T10:29:23.189Z
2025649869541769528,victory_lap,1,,2026-06-14T10:29:23.297Z
2026309516594438538,position_disclosure,1,,2026-06-14T10:29:30.295Z
2026309516594438538,self_reported_returns,1,,2026-06-14T10:29:30.314Z
2026341976942195152,self_reported_returns,1,,2026-06-14T10:29:33.258Z
2026351797267476615,victory_lap,1,,2026-06-14T10:29:33.709Z
2026500828606116348,victory_lap,1,,2026-06-14T10:29:34.884Z
2026503397780992346,victory_lap,1,,2026-06-14T10:29:34.988Z
2026565774857613477,self_reported_returns,1,,2026-06-14T10:29:36.999Z
2026565774857613477,victory_lap,1,,2026-06-14T10:29:37.004Z
2026638711941902461,position_disclosure,1,,2026-06-14T10:29:38.359Z
2026639505453887846,victory_lap,1,,2026-06-14T10:29:38.500Z
2026650013447954904,position_disclosure,1,,2026-06-14T10:29:38.730Z
2026663975145164937,position_disclosure,1,,2026-06-14T10:29:39.400Z
2026670930966229323,victory_lap,1,,2026-06-14T10:29:39.629Z
2026686065537610034,victory_lap,1,,2026-06-14T10:29:40.457Z
2026688361692553602,position_disclosure,1,,2026-06-14T10:29:40.553Z
2026688361692553602,self_reported_returns,1,,2026-06-14T10:29:40.553Z
2027068051749998875,victory_lap,1,,2026-06-14T10:29:42.402Z
2027080026051731630,position_disclosure,1,,2026-06-14T10:29:42.611Z
2027106275881079067,self_reported_returns,1,,2026-06-14T10:29:43.000Z
2027106275881079067,victory_lap,1,,2026-06-14T10:29:43.004Z
2027106275881079067,position_disclosure,1,,2026-06-14T10:29:43.004Z
2027106275881079067,influence_milestone,1,,2026-06-14T10:29:43.004Z
2027109558804722005,position_disclosure,1,,2026-06-14T10:29:43.103Z
2027109558804722005,self_reported_returns,1,,2026-06-14T10:29:43.103Z
2027115136058826854,victory_lap,1,,2026-06-14T10:29:43.546Z
2027290028507123781,victory_lap,1,,2026-06-14T10:29:45.290Z
2027318568728273305,position_disclosure,1,,2026-06-14T10:29:45.583Z
2027426866659996148,victory_lap,1,,2026-06-14T10:29:48.592Z
2027452420314566989,victory_lap,1,,2026-06-14T10:29:50.935Z
2027766785362301395,position_disclosure,1,,2026-06-14T10:29:57.303Z
2027834543341015477,position_disclosure,1,,2026-06-14T10:29:59.123Z
2027839956765515961,position_disclosure,1,,2026-06-14T10:29:59.503Z
2028097416273293518,victory_lap,1,,2026-06-14T10:30:01.132Z
2028099110310748607,position_disclosure,1,,2026-06-14T10:30:01.320Z
2028099110310748607,self_reported_returns,1,,2026-06-14T10:30:01.325Z
2028423645098610839,position_disclosure,1,,2026-06-14T10:30:04.868Z
2028455727996752242,position_disclosure,1,,2026-06-14T10:30:06.319Z
2028457265263710538,position_disclosure,1,,2026-06-14T10:30:06.516Z
2028457705095184603,position_disclosure,1,,2026-06-14T10:30:06.616Z
2028465895627186585,victory_lap,1,,2026-06-14T10:30:08.842Z
2028466487707754904,victory_lap,1,,2026-06-14T10:30:09.004Z
2028466487707754904,position_disclosure,1,,2026-06-14T10:30:09.004Z
2028470130628514077,victory_lap,1,,2026-06-14T10:30:10.064Z
2028472234101334515,victory_lap,1,,2026-06-14T10:30:10.237Z
2028479744434651470,position_disclosure,1,,2026-06-14T10:30:10.338Z
2028479744434651470,self_reported_returns,1,,2026-06-14T10:30:10.338Z
2028497913979302109,position_disclosure,1,,2026-06-14T10:30:10.860Z
2028514640976834995,victory_lap,1,,2026-06-14T10:30:11.894Z
2028520248891392461,position_disclosure,1,,2026-06-14T10:30:12.321Z
2028520248891392461,self_reported_returns,1,,2026-06-14T10:30:12.331Z
2028520248891392461,victory_lap,1,,2026-06-14T10:30:12.331Z
2028524172121719168,position_disclosure,1,,2026-06-14T10:30:13.407Z
2028537514747912643,position_disclosure,1,,2026-06-14T10:30:15.760Z
2028581366510870627,victory_lap,1,,2026-06-14T10:30:16.017Z
2029189271572365661,position_disclosure,1,,2026-06-14T10:30:22.492Z
2029190376318484559,victory_lap,1,,2026-06-14T10:30:22.636Z
2029192809220325680,victory_lap,1,,2026-06-14T10:30:22.728Z
2029208699471053061,victory_lap,1,,2026-06-14T10:30:22.948Z
2029221467377058088,position_disclosure,1,,2026-06-14T10:30:23.625Z
2029222223408738440,victory_lap,1,,2026-06-14T10:30:23.812Z
2029650868015091940,position_disclosure,1,,2026-06-14T10:30:28.689Z
2029664299313218015,influence_milestone,1,,2026-06-14T10:30:29.864Z
2029678374243946893,victory_lap,1,,2026-06-14T10:30:30.479Z
2029722189298368537,position_disclosure,1,,2026-06-14T10:30:32.083Z
2029722189298368537,self_reported_returns,1,,2026-06-14T10:30:32.106Z
2029995637895483889,position_disclosure,1,,2026-06-14T10:30:37.719Z
2030360849689497659,position_disclosure,1,,2026-06-14T10:30:43.831Z
2030362426601033785,position_disclosure,1,,2026-06-14T10:30:43.949Z
2030700123433619875,position_disclosure,1,,2026-06-14T10:30:54.373Z
2030701527388811709,position_disclosure,1,,2026-06-14T10:30:54.562Z
2030702563902083150,position_disclosure,1,,2026-06-14T10:30:54.662Z
2030761150292615564,position_disclosure,1,,2026-06-14T10:30:55.246Z
2030982945264333141,influence_milestone,1,,2026-06-14T10:30:57.205Z
2030982945264333141,victory_lap,1,,2026-06-14T10:30:57.217Z
2031079292474650686,victory_lap,1,,2026-06-14T10:30:59.697Z
2031255532951179459,position_disclosure,1,,2026-06-14T10:31:03.784Z
2031410155297058844,victory_lap,1,,2026-06-14T10:31:05.415Z
2031567544751108436,victory_lap,1,,2026-06-14T10:31:09.458Z
2031635402550055048,self_reported_returns,1,,2026-06-14T10:31:10.535Z
2031648475310616604,position_disclosure,1,,2026-06-14T10:31:10.837Z
2031753721152156011,victory_lap,1,,2026-06-14T10:31:13.532Z
2031802972917940427,position_disclosure,1,,2026-06-14T10:31:16.501Z
2031805039069839745,victory_lap,1,,2026-06-14T10:31:16.713Z
2031820871170736570,position_disclosure,1,,2026-06-14T10:31:18.033Z
2031896692283621696,position_disclosure,1,,2026-06-14T10:31:20.816Z
2031905410605850773,position_disclosure,1,,2026-06-14T10:31:21.274Z
2032178441064534389,position_disclosure,1,,2026-06-14T10:31:22.501Z
